ProductID,ProductName,ProductCategory,Supplier,UnitCost,RetailPrice,ReorderLevel,StockQuantity,SupplierRating
PROD-304,Volleyball Deluxe 304,Sports,SportLife Corp.,19.99,33.32,40,178,4.5
PROD-305,Broom Standard 305,Home Goods,HomeStyle Co.,11.99,19.99,60,267,4.4
PROD-306,Poetry Book Basic 306,Books,BookWorld,10.99,18.32,60,289,4.7
PROD-307,Nail Polish Advanced 307,Beauty,Cosmetics Central,8.99,14.99,70,345,4.5
PROD-308,Kite Ultra 308,Toys,Toy World,14.99,24.99,45,189,4.4
PROD-309,Floor Mat Max 309,Automotive,AutoParts Direct,35.99,59.99,25,145,4.6
PROD-310,Hair Clip Lite 310,Jewelry,Jewelry Masters,8.99,14.99,75,345,4.8
PROD-311,Walker Pro 311,Health,HealthPlus,41.99,69.99,25,134,4.5
PROD-312,Frozen Food Elite 312,Grocery,Grocery Giant,6.99,11.65,100,456,4.3
PROD-313,Sticky Notes Premium 313,Office Supplies,OfficeWorks,4.49,7.49,90,456,4.4
PROD-314,Small Animal Cage Deluxe 314,Pet Supplies,Pet Paradise,29.99,49.99,30,156,4.6
PROD-315,Baby Swing Standard 315,Baby Products,Baby Care Co.,65.99,109.99,20,89,4.7
PROD-316,Sander Basic 316,Tools,Tool Time,35.99,59.99,25,134,4.3
PROD-317,Keyboard Advanced 317,Music,Music World,149.99,249.99,8,34,4.8
PROD-318,Fantasy Ultra 318,Movies,Movie Mania,11.99,19.99,65,289,4.4
PROD-319,Gaming Desk Max 319,Video Games,Game Zone,89.99,149.99,15,67,4.6
PROD-320,Web Design Lite 320,Software,Software Solutions,47.99,79.99,30,156,4.5
PROD-321,Air Purifier Pro 321,Appliances,Appliance Pro,119.99,199.99,10,45,4.7
PROD-322,Kayak Elite 322,Outdoor,Outdoor Living,299.99,499.99,4,16,4.4
PROD-323,Wheelbarrow Premium 323,Gardening,Garden Glory,53.99,89.99,18,67,4.3
PROD-324,Step Platform Deluxe 324,Fitness,Fitness First,29.99,49.99,35,167,4.5
PROD-325,Printmaking Standard 325,Art Supplies,Artistic Creations,17.99,29.99,50,189,4.6
PROD-326,Pom Poms Basic 326,Craft Materials,Craft Corner,5.99,9.99,90,456,4.4
PROD-327,Party Plates Advanced 327,Party Supplies,Party Time,8.99,14.99,70,345,4.3
PROD-328,Voltage Tester Ultra 328,Electrical,Electrical Experts,17.99,29.99,45,189,4.6
PROD-329,Bathroom Sink Max 329,Plumbing,Plumbing Pros,89.99,149.99,10,45,4.4
PROD-330,Wood Stain Lite 330,Hardware,Hardware Hub,9.99,16.65,85,456,4.2
PROD-331,Smart Thermostat Pro 331,Electronics,Global Supplies,89.99,149.99,15,67,4.5
PROD-332,Bar Stool Elite 332,Furniture,OfficeWorks,35.99,59.99,25,145,4.3
PROD-333,Swimsuit Premium 333,Clothing,Premium Brands,29.99,49.99,35,167,4.6
PROD-334,Badminton Set Deluxe 334,Sports,Fitness First,35.99,59.99,30,156,4.5
PROD-335,Mop Standard 335,Home Goods,Quality Goods Co.,14.99,24.99,55,234,4.4
PROD-336,Comic Book Basic 336,Books,BookWorld,7.99,13.32,75,345,4.7
PROD-337,Serum Advanced 337,Beauty,Cosmetics Central,29.99,49.99,45,189,4.5
PROD-338,Educational Toy Ultra 338,Toys,Toy World,23.99,39.99,40,178,4.4
PROD-339,GPS Navigator Max 339,Automotive,AutoParts Direct,59.99,99.99,20,89,4.6
PROD-340,Tiara Lite 340,Jewelry,Jewelry Masters,35.99,59.99,35,156,4.8
PROD-341,Pulse Oximeter Pro 341,Health,HealthPlus,23.99,39.99,50,189,4.5
PROD-342,Bakery Elite 342,Grocery,Grocery Giant,5.99,9.98,110,567,4.3
PROD-343,Label Maker Premium 343,Office Supplies,OfficeWorks,29.99,49.99,35,167,4.4
PROD-344,Reptile Heat Lamp Deluxe 344,Pet Supplies,Pet Paradise,17.99,29.99,40,178,4.6
PROD-345,Baby Bathtub Standard 345,Baby Products,Baby Care Co.,23.99,39.99,40,189,4.7
PROD-346,Mallet Basic 346,Tools,Tool Time,14.99,24.99,50,234,4.3
PROD-347,Microphone Advanced 347,Music,Music World,59.99,99.99,18,56,4.8
PROD-348,Mystery Ultra 348,Movies,Movie Mania,10.49,17.49,65,289,4.4
PROD-349,Gaming Monitor Max 349,Video Games,Game Zone,179.99,299.99,10,45,4.6
PROD-350,Spreadsheet Lite 350,Software,Software Solutions,35.99,59.99,35,156,4.5
PROD-351,Food Processor Pro 351,Appliances,Appliance Pro,71.99,119.99,15,67,4.7
PROD-352,Binoculars Elite 352,Outdoor,Outdoor Living,41.99,69.99,25,134,4.4
PROD-353,Garden Gloves Premium 353,Gardening,Garden Glory,8.99,14.99,65,278,4.3
PROD-354,Yoga Strap Deluxe 354,Fitness,Fitness First,11.99,19.99,60,234,4.5
PROD-355,Print Paper Standard 355,Art Supplies,Artistic Creations,12.99,21.65,55,267,4.6
PROD-356,Feathers Basic 356,Craft Materials,Craft Corner,7.49,12.49,80,345,4.4
PROD-357,Party Cups Advanced 357,Party Supplies,Party Time,6.99,11.65,80,456,4.3
PROD-358,Surge Protector Ultra 358,Electrical,Electrical Experts,14.99,24.99,50,234,4.6
PROD-359,Toilet Paper Max 359,Plumbing,Plumbing Pros,8.99,14.99,70,345,4.4
PROD-360,Wall Anchor Lite 360,Hardware,Hardware Hub,4.99,8.32,115,567,4.2
PROD-361,Fitness Watch Pro 361,Electronics,TechGadget Inc.,119.99,199.99,15,67,4.6
PROD-362,Bookshelf Lite 362,Furniture,HomeStyle Co.,47.99,79.99,20,98,4.3
PROD-363,Hoodie Premium 363,Clothing,FashionCo Ltd.,29.99,49.99,40,189,4.6
PROD-364,Archery Set Deluxe 364,Sports,SportLife Corp.,59.99,99.99,20,89,4.5
PROD-365,Organizer Standard 365,Home Goods,HomeStyle Co.,19.99,33.32,45,178,4.4
PROD-366,Atlas Basic 366,Books,BookWorld,15.99,26.65,50,267,4.7
PROD-367,Cleanser Advanced 367,Beauty,Cosmetics Central,13.99,23.32,60,234,4.5
PROD-368,Musical Toy Ultra 368,Toys,Toy World,19.99,33.32,45,189,4.4
PROD-369,Car Charger Max 369,Automotive,AutoParts Direct,17.99,29.99,40,178,4.6
PROD-370,Nose Ring Lite 370,Jewelry,Jewelry Masters,14.99,24.99,60,189,4.8
PROD-371,Walker Rollator Pro 371,Health,HealthPlus,53.99,89.99,25,134,4.5
PROD-372,Canned Goods Elite 372,Grocery,Grocery Giant,3.99,6.65,120,678,4.3
PROD-373,Desk Organizer Premium 373,Office Supplies,OfficeWorks,17.99,29.99,40,189,4.4
PROD-374,Bird Cage Deluxe 374,Pet Supplies,Pet Paradise,41.99,69.99,25,145,4.6
PROD-375,Baby Food Standard 375,Baby Products,Baby Care Co.,8.99,14.99,80,456,4.7
PROD-376,File Set Basic 376,Tools,Tool Time,11.99,19.99,55,234,4.3
PROD-377,DJ Controller Advanced 377,Music,Music World,119.99,199.99,12,45,4.8
PROD-378,Documentary Film Ultra 378,Movies,Movie Mania,12.99,21.65,60,278,4.4
PROD-379,Gaming Headset Max 379,Video Games,Game Zone,47.99,79.99,35,167,4.6
PROD-380,Presentation Lite 380,Software,Software Solutions,41.99,69.99,30,156,4.5
PROD-381,Stand Mixer Pro 381,Appliances,Appliance Pro,89.99,149.99,12,45,4.7
PROD-382,Camping Chair Elite 382,Outdoor,Outdoor Living,29.99,49.99,30,156,4.4
PROD-383,Soil Tester Premium 383,Gardening,Garden Glory,23.99,39.99,35,167,4.3
PROD-384,Ankle Weights Deluxe 384,Fitness,Fitness First,17.99,29.99,50,189,4.5
PROD-385,Calligraphy Set Standard 385,Art Supplies,Artistic Creations,26.99,44.99,40,178,4.6
PROD-386,Origami Paper Basic 386,Craft Materials,Craft Corner,8.99,14.99,75,345,4.4
PROD-387,Party Banner Advanced 387,Party Supplies,Party Time,9.99,16.65,65,278,4.3
PROD-388,Transformer Ultra 388,Electrical,Electrical Experts,35.99,59.99,30,156,4.6
PROD-389,Drain Cleaner Max 389,Plumbing,Plumbing Pros,11.99,19.99,60,234,4.4
PROD-390,Wood Filler Lite 390,Hardware,Hardware Hub,6.99,11.65,95,456,4.2
PROD-391,E-Reader Pro 391,Electronics,Global Supplies,89.99,149.99,15,67,4.5
PROD-392,Accent Chair Elite 392,Furniture,OfficeWorks,59.99,99.99,18,56,4.3
PROD-393,Scarf Premium 393,Clothing,Premium Brands,17.99,29.99,50,234,4.6
PROD-394,Ping Pong Set Deluxe 394,Sports,Fitness First,47.99,79.99,25,134,4.5
PROD-395,Plant Pot Standard 395,Home Goods,Quality Goods Co.,14.99,24.99,60,234,4.4
PROD-396,Language Book Basic 396,Books,BookWorld,16.99,28.32,55,278,4.7
PROD-397,Face Cream Advanced 397,Beauty,Cosmetics Central,24.99,41.65,50,189,4.5
PROD-398,Magic Kit Ultra 398,Toys,Toy World,29.99,49.99,35,167,4.4
PROD-399,Jump Starter Max 399,Automotive,AutoParts Direct,41.99,69.99,25,145,4.6
PROD-400,Toe Ring Lite 400,Jewelry,Jewelry Masters,11.99,19.99,70,267,4.8
PROD-401,Heating Pad Pro 401,Health,HealthPlus,19.99,33.32,45,189,4.5
PROD-402,Spices Elite 402,Grocery,Grocery Giant,7.99,13.32,85,456,4.3
PROD-403,Paper Shredder Premium 403,Office Supplies,OfficeWorks,35.99,59.99,25,134,4.4
PROD-404,Fish Tank Deluxe 404,Pet Supplies,Pet Paradise,47.99,79.99,20,98,4.6
PROD-405,Baby Shoes Standard 405,Baby Products,Baby Care Co.,14.99,24.99,65,278,4.7
PROD-406,Grinder Basic 406,Tools,Tool Time,23.99,39.99,40,189,4.3
PROD-407,Mixer Advanced 407,Music,Music World,89.99,149.99,12,45,4.8
PROD-408,Western Ultra 408,Movies,Movie Mania,9.99,16.65,70,312,4.4
PROD-409,Gaming Laptop Max 409,Video Games,Game Zone,899.99,1499.99,3,12,4.9
PROD-410,Database Pro Lite 410,Software,Software Solutions,89.99,149.99,18,56,4.5
PROD-411,Dehumidifier Pro 411,Appliances,Appliance Pro,119.99,199.99,10,45,4.7
PROD-412,Hiking Pack Elite 412,Outdoor,Outdoor Living,65.99,109.99,25,112,4.4
PROD-413,Plant Food Premium 413,Gardening,Garden Glory,12.99,21.65,60,234,4.3
PROD-414,Push-Up Bars Deluxe 414,Fitness,Fitness First,14.99,24.99,55,234,4.5
PROD-415,Sculpting Tools Standard 415,Art Supplies,Artistic Creations,19.99,33.32,45,189,4.6
PROD-416,Knitting Needles Basic 416,Craft Materials,Craft Corner,9.99,16.65,70,345,4.4
PROD-417,Party Poppers Advanced 417,Party Supplies,Party Time,7.99,13.32,75,345,4.3
PROD-418,Battery Backup Ultra 418,Electrical,Electrical Experts,59.99,99.99,20,89,4.6
PROD-419,Water Softener Max 419,Plumbing,Plumbing Pros,149.99,249.99,8,34,4.4
PROD-420,Concrete Mix Lite 420,Hardware,Hardware Hub,8.99,14.99,90,456,4.2
PROD-421,Action Camera Pro 421,Electronics,TechGadget Inc.,119.99,199.99,15,67,4.6
PROD-422,TV Stand Elite 422,Furniture,HomeStyle Co.,71.99,119.99,15,78,4.3
PROD-423,Socks Premium 423,Clothing,FashionCo Ltd.,8.99,14.99,100,567,4.6
PROD-424,Hockey Stick Deluxe 424,Sports,SportLife Corp.,41.99,69.99,30,156,4.5
PROD-425,Wall Clock Standard 425,Home Goods,HomeStyle Co.,23.99,39.99,35,167,4.4
PROD-426,Math Book Basic 426,Books,BookWorld,18.99,31.65,50,267,4.7
PROD-427,Eye Cream Advanced 427,Beauty,Cosmetics Central,26.99,44.99,45,189,4.5
PROD-428,Stuffed Animal Ultra 428,Toys,Toy World,16.99,28.32,50,198,4.4
PROD-429,Tool Kit Max 429,Automotive,AutoParts Direct,35.99,59.99,30,156,4.6
PROD-430,Charm Lite 430,Jewelry,Jewelry Masters,19.99,33.32,55,178,4.8
PROD-431,Compression Socks Pro 431,Health,HealthPlus,14.99,24.99,60,234,4.5
PROD-432,Oils Elite 432,Grocery,Grocery Giant,9.99,16.65,95,456,4.3
PROD-433,Whiteboard Premium 433,Office Supplies,OfficeWorks,29.99,49.99,30,156,4.4
PROD-434,Small Animal Bed Deluxe 434,Pet Supplies,Pet Paradise,17.99,29.99,45,189,4.6
PROD-435,Baby Blanket Standard 435,Baby Products,Baby Care Co.,19.99,33.32,55,234,4.7
PROD-436,Clamp Basic 436,Tools,Tool Time,9.99,16.65,65,278,4.3
PROD-437,Amplifier Advanced 437,Music,Music World,119.99,199.99,12,45,4.8
PROD-438,Biography Ultra 438,Movies,Movie Mania,11.99,19.99,65,289,4.4
PROD-439,Gaming Microphone Max 439,Video Games,Game Zone,35.99,59.99,35,167,4.6
PROD-440,Project Management Lite 440,Software,Software Solutions,53.99,89.99,25,134,4.5
PROD-441,Slow Cooker Pro 441,Appliances,Appliance Pro,41.99,69.99,20,89,4.7
PROD-442,Sleeping Pad Elite 442,Outdoor,Outdoor Living,29.99,49.99,30,156,4.4
PROD-443,Garden Decor Premium 443,Gardening,Garden Glory,19.99,33.32,40,178,4.3
PROD-444,Yoga Wheel Deluxe 444,Fitness,Fitness First,17.99,29.99,50,189,4.5
PROD-445,Airbrush Kit Standard 445,Art Supplies,Artistic Creations,35.99,59.99,30,156,4.6
PROD-446,Cross Stitch Basic 446,Craft Materials,Craft Corner,11.99,19.99,65,278,4.4
PROD-447,Party Masks Advanced 447,Party Supplies,Party Time,8.99,14.99,70,345,4.3
PROD-448,Smart Plug Ultra 448,Electrical,Electrical Experts,17.99,29.99,45,189,4.6
PROD-449,Water Pump Max 449,Plumbing,Plumbing Pros,35.99,59.99,25,145,4.4
PROD-450,Paint Lite 450,Hardware,Hardware Hub,12.99,21.65,80,456,4.2
PROD-451,VR Headset Pro 451,Electronics,Global Supplies,179.99,299.99,10,45,4.5
PROD-452,Patio Set Elite 452,Furniture,OfficeWorks,299.99,499.99,5,18,4.3
PROD-453,Tie Premium 453,Clothing,Premium Brands,23.99,39.99,45,234,4.6
PROD-454,Camping Deluxe 454,Sports,Fitness First,89.99,149.99,15,78,4.5
PROD-455,Photo Frame Standard 455,Home Goods,Quality Goods Co.,14.99,24.99,55,234,4.4
PROD-456,Children's Book Basic 456,Books,BookWorld,9.99,16.65,70,345,4.7
PROD-457,Hair Dryer Advanced 457,Beauty,Cosmetics Central,29.99,49.99,35,167,4.5
PROD-458,Drone Toy Ultra 458,Toys,Toy World,35.99,59.99,30,156,4.4
PROD-459,Car Vacuum Max 459,Automotive,AutoParts Direct,23.99,39.99,40,178,4.6
PROD-460,Brooch Lite 460,Jewelry,Jewelry Masters,26.99,44.99,45,167,4.8
PROD-461,Compression Wrap Pro 461,Health,HealthPlus,11.99,19.99,65,278,4.5
PROD-462,Tea Elite 462,Grocery,Grocery Giant,6.99,11.65,100,456,4.3
PROD-463,Business Cards Premium 463,Office Supplies,OfficeWorks,14.99,24.99,60,234,4.4
PROD-464,Aquarium Filter Deluxe 464,Pet Supplies,Pet Paradise,23.99,39.99,35,167,4.6
PROD-465,Baby Soap Standard 465,Baby Products,Baby Care Co.,7.99,13.32,85,456,4.7
PROD-466,Stud Finder Basic 466,Tools,Tool Time,12.99,21.65,55,234,4.3
PROD-467,Metronome Advanced 467,Music,Music World,17.99,29.99,45,189,4.8
PROD-468,Musical Ultra 468,Movies,Movie Mania,10.49,17.49,65,289,4.4
PROD-469,Gaming Speakers Max 469,Video Games,Game Zone,47.99,79.99,35,167,4.6
PROD-470,Email Marketing Lite 470,Software,Software Solutions,35.99,59.99,35,156,4.5
PROD-471,Food Dehydrator Pro 471,Appliances,Appliance Pro,59.99,99.99,18,56,4.7
PROD-472,Camp Table Elite 472,Outdoor,Outdoor Living,41.99,69.99,25,134,4.4
PROD-473,Garden Kneeler Premium 473,Gardening,Garden Glory,14.99,24.99,50,234,4.3
PROD-474,Weight Bench Deluxe 474,Fitness,Fitness First,89.99,149.99,12,45,4.5
PROD-475,Pottery Wheel Standard 475,Art Supplies,Artistic Creations,71.99,119.99,15,67,4.6
PROD-476,Jewelry Making Basic 476,Craft Materials,Craft Corner,19.99,33.32,55,234,4.4
PROD-477,Party Games Advanced 477,Party Supplies,Party Time,11.99,19.99,60,278,4.3
PROD-478,USB Hub Ultra 478,Electrical,Electrical Experts,14.99,24.99,50,234,4.6
PROD-479,Water Dispenser Max 479,Plumbing,Plumbing Pros,47.99,79.99,20,89,4.4
PROD-480,Grout Lite 480,Hardware,Hardware Hub,8.99,14.99,95,456,4.2
PROD-481,Streaming Device Pro 481,Electronics,TechGadget Inc.,35.99,59.99,25,145,4.6
PROD-482,Bookshelf Unit Elite 482,Furniture,HomeStyle Co.,89.99,149.99,12,45,4.3
PROD-483,Wallet Premium 483,Clothing,FashionCo Ltd.,29.99,49.99,40,189,4.6
PROD-484,Rugby Ball Deluxe 484,Sports,SportLife Corp.,26.99,44.99,35,167,4.5
PROD-485,Desk Organizer Standard 485,Home Goods,HomeStyle Co.,19.99,33.32,45,178,4.4
PROD-486,Philosophy Book Basic 486,Books,BookWorld,13.99,23.32,60,278,4.7
PROD-487,Hair Serum Advanced 487,Beauty,Cosmetics Central,19.99,33.32,55,234,4.5
PROD-488,Construction Set Ultra 488,Toys,Toy World,35.99,59.99,30,156,4.4
PROD-489,Car Polish Max 489,Automotive,AutoParts Direct,17.99,29.99,40,178,4.6
PROD-490,Cuff Bracelet Lite 490,Jewelry,Jewelry Masters,23.99,39.99,50,167,4.8
PROD-491,Hot Cold Pack Pro 491,Health,HealthPlus,12.99,21.65,60,234,4.5
PROD-492,Coffee Elite 492,Grocery,Grocery Giant,8.99,14.98,105,456,4.3
PROD-493,Desk Lamp Premium 493,Office Supplies,OfficeWorks,23.99,39.99,35,167,4.4
PROD-494,Dog Bed Deluxe 494,Pet Supplies,Pet Paradise,35.99,59.99,25,145,4.6
PROD-495,Baby Lotion Standard 495,Baby Products,Baby Care Co.,9.99,16.65,75,345,4.7
PROD-496,Utility Knife Basic 496,Tools,Tool Time,8.99,14.99,70,278,4.3
PROD-497,Music Stand Advanced 497,Music,Music World,29.99,49.99,35,167,4.8
PROD-498,Animation Ultra 498,Movies,Movie Mania,11.99,19.99,65,289,4.4
PROD-499,Gaming Router Max 499,Video Games,Game Zone,89.99,149.99,15,67,4.6
PROD-500,Calendar Lite 500,Software,Software Solutions,17.99,29.99,45,189,4.5
